"lemma","originalCandidate","pos","candidateLevel","article","sourceCourses","courseUnits","firstChapter","sourceInflections","officialForms","officialPOS","officialHeadwordFound","zh","exampleNb","exampleZh","resolution"
"pinnekjøtt","pinnekjøtt","名词","","et","NTNU LearnNoW","12C","12","pinnekjøttet","pinnekjøtt · pinnekjøtta · pinnekjøttene · pinnekjøttet","NOUN","True","","","","Ordbank 词头匹配"
"presang","presang","名词","","en","NTNU LearnNoW","12B","12","presangen, presanger, presangene","presang · presangen · presangene · presanger","NOUN","True","","","","Ordbank 词头匹配"
"pudding","pudding","名词","","en","NTNU LearnNoW","12C","12","puddingen, puddinger, puddingene","pudding · puddingen · puddingene · puddinger","NOUN","True","","","","Ordbank 词头匹配"
"rett","rett","名词","","en","NTNU LearnNoW","12C","12","retten, retter, rettene","rett · rette · retten · rettene · retter · rettere · rettest · retteste","NOUN","True","","","","Ordbank 词头匹配"
"ribbe","ribbe","名词","","ei","NTNU LearnNoW","12C","12","ribba, ribber, ribbene (uncountable)","ribb · ribba · ribbe · ribbede · ribben · ribbende · ribbene · ribber · ribbes · ribbet · ribbete","NOUN","True","","","","Ordbank 词头匹配"
"rive","rive","动词","","å","NTNU LearnNoW","12D","12","river, reiv, har revet","reiv · rev · reven · revet · revne · riv · riva · rive · riven · rivende · rivene · river · rives","VERB","True","","","","Ordbank 词头匹配"
"servere","servere","动词","","å","NTNU LearnNoW","12C","12","serverer, serverte, har servert","server · servere · serverende · serverer · serveres · servert · serverte","VERB","True","","","","Ordbank 词头匹配"
"skåle","skåle","动词","","å","NTNU LearnNoW","12C","12","skåler, skålte, har skålt","skål · skåle · skålen · skålende · skålene · skåler · skåles · skålt · skålte","VERB","True","","","","Ordbank 词头匹配"
"skeptisk","skeptisk","形容词","","","NTNU LearnNoW","12C","12","skeptisk, skeptiske","skeptisk · skeptiske","ADJ","True","","","","Ordbank 词头匹配"
"skifte","skifte","动词","","å","NTNU LearnNoW","12B","12","skifter, skiftet, har skiftet","skift · skifta · skifte · skiftede · skiftende · skiftene · skifter · skiftes · skiftet · skiftete","VERB","True","","","","Ordbank 词头匹配"
"skjerf","skjerf","名词","","et","NTNU LearnNoW","12A","12","skjerfet, skjerf, skjerfene","skjerf · skjerfa · skjerfene · skjerfet","NOUN","True","","","","Ordbank 词头匹配"
"snø","snø","名词","","","NTNU LearnNoW","12A","12","snøen (uncountable)","snø · snødd · snødde · snøen · snøende · snøene · snøer · snør · snøs","NOUN","True","","","","Ordbank 词头匹配"
"snøball","snøball","名词","","en","NTNU LearnNoW","12A","12","snøballen, snøballer, snøballene","snøball · snøballen · snøballene · snøballer","NOUN","True","","","","Ordbank 词头匹配"
"snøballkrig","snøballkrig","名词","","en","NTNU LearnNoW","12A","12","snøballkrigen, snøballkriger, snøballkrigene","snøballkrig · snøballkrigen · snøballkrigene · snøballkriger","NOUN","True","","","","Ordbank 词头匹配"
"snømann","snømann","名词","","en","NTNU LearnNoW","12A","12","snømannen, snømanner, snømannene","snømann · snømannen · snømenn · snømennene","NOUN","True","","","","Ordbank 词头匹配"
"speilreflekskamera","speilreflekskamera","名词","","et","NTNU LearnNoW","12D","12","speilreflekskameraet, speilreflekskameraer, speilreflekskameraene","speilreflekskamera · speilreflekskameraene · speilreflekskameraer · speilreflekskameraet","NOUN","True","","","","Ordbank 词头匹配"
"svigerforelder","svigerforelder","名词","","en","NTNU LearnNoW","12B","12","svigerforelderen, svigerforeldre, svigerforeldrene","svigerforelder · svigerforelderen · svigerforeldra · svigerforeldre · svigerforeldrene","NOUN","True","","","","Ordbank 词头匹配"
"svigermor","svigermor","名词","","ei","NTNU LearnNoW","12B","12","svigermora, svigermødre, svigermødrene","svigermødre · svigermødrene · svigermødrer · svigermor · svigermora · svigermoren","NOUN","True","","","","Ordbank 词头匹配"
"svineribbe","svineribbe","名词","","ei","NTNU LearnNoW","12C","12","svineribba, svineribber, svineribbene","svineribba · svineribbe · svineribben · svineribbene · svineribber","NOUN","True","","","","Ordbank 词头匹配"
"tante","tante","名词","","ei","NTNU LearnNoW","12D","12","tanta, tanter, tantene","tanta · tante · tanten · tantene · tanter","NOUN","True","","","","Ordbank 词头匹配"
"torsk","torsk","名词","","en","NTNU LearnNoW","12C","12","torsken, torsker, torskene","torsk · torsken · torskene · torsker","NOUN","True","","","","Ordbank 词头匹配"
"tradisjon","tradisjon","名词","","en","NTNU LearnNoW","12B","12","tradisjonen, tradisjoner, tradisjonene","tradisjon · tradisjonen · tradisjonene · tradisjoner","NOUN","True","","","","Ordbank 词头匹配"
"tre","tre","名词","","et","NTNU LearnNoW","12A","12","treet, trær, trærne","trådt · trådte · trær · trærne · tre · trea · tredd · tredde · tredende · treende · treet · trer · tres","NOUN","True","","","","Ordbank 词头匹配"
"tulle","tulle","动词","","å","NTNU LearnNoW","12C","12","tuller, tullet, har tullet","tull · tulla · tulle · tullede · tullen · tullende · tullene · tuller · tulles · tullet · tullete","VERB","True","","","","Ordbank 词头匹配"
"tykk","tykk","形容词","","","NTNU LearnNoW","12A","12","tykt, tykke","tykk · tykke · tykkere · tykkest · tykkeste · tykt","ADJ","True","","","","Ordbank 词头匹配"
"typisk","typisk","形容词","","","NTNU LearnNoW","12D","12","typisk, typiske","typisk · typiske","ADJ","True","","","","Ordbank 词头匹配"
"uskarp","uskarp","形容词","","","NTNU LearnNoW","12A","12","uskarpt, uskarpe","uskarp · uskarpe · uskarpere · uskarpest · uskarpeste · uskarpt","ADJ","True","","","","Ordbank 词头匹配"
"våt","våt","形容词","","","NTNU LearnNoW","12B","12","vått, våte","våt · våte · våtere · våtest · våteste · vått","ADJ","True","","","","Ordbank 词头匹配"
"vinterbilde","vinterbilde","名词","","et","NTNU LearnNoW","12A","12","vinterbildet, vinterbilder, vinterbildene","","","False","","","","存在多个可能词头；需人工消歧"
"vott","vott","名词","","en","NTNU LearnNoW","12A","12","votten, votter, vottene","vott · votten · vottene · votter","NOUN","True","","","","Ordbank 词头匹配"
"aktivitet","aktivitet","名词","","","NorweigenLearn 当前词库","","","en aktivitet – aktiviteten – aktiviteter – aktivitetene","aktivitet · aktiviteten · aktivitetene · aktiviteter","NOUN","True","活动","Vi skal velge en aktivitet for helgen.","我们要为周末选一项活动。","Ordbank 词头匹配"
"beslutning","beslutning","名词","","","NorweigenLearn 当前词库","","","en beslutning – beslutningen – beslutninger – beslutningene","beslutning · beslutninga · beslutningen · beslutningene · beslutninger","NOUN","True","决定","Hun skal ta en viktig beslutning.","她要做一个重要决定。","Ordbank 词头匹配"
"bestå","bestå","动词","","","NorweigenLearn 当前词库","","","bestå – består – besto – bestått","bestå · bestående · består · bestås · bestått · beståtte · besto · bestod","VERB","True","通过（考试）","Jeg består B1.","","Ordbank 词头匹配"
"endring","endring","名词","","","NorweigenLearn 当前词库","","","en endring – endringen – endringer – endringene","endring · endringa · endringen · endringene · endringer","NOUN","True","改变","Jeg vil gjøre noen endringer.","我想做一些改变。","Ordbank 词头匹配"
"energisk","energisk","形容词","","","NorweigenLearn 当前词库","","","mer energisk – mest energisk","energisk · energiske","ADJ","True","精力充沛的","En god rutine gjør meg mer energisk.","良好的习惯让我更有精力。","Ordbank 词头匹配"
"fokusere","fokusere","动词","","","NorweigenLearn 当前词库","","","fokuserer – fokuserte – har fokusert","fokuser · fokusere · fokuserende · fokuserer · fokuseres · fokusert · fokuserte","VERB","True","专注；集中注意力","Jeg skal fokusere mer på norsk.","我会更专注于挪威语。","Ordbank 词头匹配"
"fokusert","fokusert","形容词","","","NorweigenLearn 当前词库","","","mer fokusert – mest fokusert","","","False","专注的","Jeg vil være mer fokusert på norsk.","我想更专注于挪威语。","存在多个可能词头；需人工消歧"
"forandre","forandre","动词","","","NorweigenLearn 当前词库","","","forandrer – forandret – har forandret","forandr · forandra · forandre · forandrede · forandrende · forandrer · forandres · forandret · forandrete","VERB","True","改变；使变化","Små steg kan forandre hverdagen.","小小的进步可以改变日常生活。","Ordbank 词头匹配"
"forbedre","forbedre","动词","","","NorweigenLearn 当前词库","","","forbedrer – forbedret – har forbedret","forbedr · forbedra · forbedre · forbedrede · forbedrende · forbedrer · forbedres · forbedret · forbedrete","VERB","True","改善；提高","Jeg vil forbedre norsken min.","我想提高自己的挪威语。","Ordbank 词头匹配"
"forbedring","forbedring","名词","","","NorweigenLearn 当前词库","","","en forbedring – forbedringen – forbedringer – forbedringene","forbedring · forbedringa · forbedringen · forbedringene · forbedringer","NOUN","True","改善；进步","Jeg merker en forbedring i norsken min.","我感觉自己的挪威语有了进步。","Ordbank 词头匹配"
"forsett","forsett","名词","","","NorweigenLearn 当前词库","","","et forsett – forsettet – forsetter – forsettene","forsett · forsetta · forsettene · forsetter · forsettet","NOUN","True","决心；新年计划","Nyttårsforsettet mitt er å lese mer.","我的新年计划是多读书。","Ordbank 词头匹配"
"framgang","framgang","名词","","","NorweigenLearn 当前词库","","","en framgang – framgangen – framganger – framgangene","framgang · framgangen · framgangene · framganger","NOUN","True","进展；进步","Jeg har hatt god framgang.","我进步很大。","Ordbank 词头匹配"
"framtid","framtid","名词","","","NorweigenLearn 当前词库","","","en framtid – framtiden – framtider – framtidene","framtid · framtida · framtiden · framtidene · framtider","NOUN","True","未来","Vi snakker om framtiden.","我们在谈论未来。","Ordbank 词头匹配"
"fullføre","fullføre","动词","","","NorweigenLearn 当前词库","","","fullfører – fullførte – har fullført","fullfør · fullføre · fullførende · fullfører · fullføres · fullført · fullførte","VERB","True","完成；做完","Jeg skal fullføre kurset.","我准备完成这门课程。","Ordbank 词头匹配"
"glede","glede","名词","","","NorweigenLearn 当前词库","","","en glede – gleden – gleder – gledene","gled · gleda · gledd · gledde · glede · gledede · gleden · gledende · gledene · gleder · gledes · gledet · gledete","NOUN","True","快乐；喜悦","Det blir en glede å møte familien.","见到家人会是一件开心的事。","Ordbank 词头匹配"
"håp","håp","名词","","","NorweigenLearn 当前词库","","","et håp – håpet – håp – håpene","håp · håpa · håpene · håpet","NOUN","True","希望","Jeg håper at det blir fint vær.","我希望天气会很好。","Ordbank 词头匹配"
"innsats","innsats","名词","","","NorweigenLearn 当前词库","","","en innsats – innsatsen – innsatser – innsatsene","innsats · innsatsen · innsatsene · innsatser","NOUN","True","努力；付出","Med jevn innsats lærer jeg mer.","持续努力，我就能学得更多。","Ordbank 词头匹配"
"karriere","karriere","名词","","","NorweigenLearn 当前词库","","","en karriere – karrieren – karrierer – karrierene","karriere · karrieren · karrierene · karrierer","NOUN","True","职业生涯","Hun vil starte en ny karriere.","她想开启一段新的职业生涯。","Ordbank 词头匹配"
"kreativ","kreativ","形容词","","","NorweigenLearn 当前词库","","","mer kreativ – mest kreativ","kreativ · kreative · kreativt","ADJ","True","有创造力的","Hun vil være mer kreativ på jobben.","她想在工作中更有创造力。","Ordbank 词头匹配"
"løsning","løsning","名词","","","NorweigenLearn 当前词库","","","en løsning – løsningen – løsninger – løsningene","løsning · løsninga · løsningen · løsningene · løsninger","NOUN","True","解决办法","Vi skal finne en god løsning.","我们会找到一个好办法。","Ordbank 词头匹配"
"mer","mer","副词","","","NorweigenLearn 当前词库","","","比较级形式常用 mer","mer","ADJ","True","更多；更加","Jeg vil lese mer.","我想多读一些。","Ordbank 词头匹配"
"motivasjon","motivasjon","名词","","","NorweigenLearn 当前词库","","","en motivasjon – motivasjonen – motivasjoner – motivasjonene","motivasjon · motivasjonen · motivasjonene · motivasjoner","NOUN","True","动力","Familien gir meg motivasjon.","家人给我动力。","Ordbank 词头匹配"
"motivert","motivert","形容词","","","NorweigenLearn 当前词库","","","mer motivert – mest motivert","","","False","有动力的","Jeg føler meg mer motivert nå.","我现在感觉更有动力了。","存在多个可能词头；需人工消歧"
"mulighet","mulighet","名词","","","NorweigenLearn 当前词库","","","en mulighet – muligheten – muligheter – mulighetene","mulighet · muligheta · muligheten · mulighetene · muligheter","NOUN","True","机会；可能性","Kanskje får jeg en ny mulighet på jobben.","也许我会在工作中获得一个新机会。","Ordbank 词头匹配"
"nær","nær","介词","","","NorweigenLearn 当前词库","","","nær + 名词；nærmere – nærmest","nær · nære · nærere · nærest · næreste · nærmere · nærmest · nærmeste · nært","ADJ; ADV","True","靠近","Marta vil bo nær fjell og natur.","Marta 想住在靠近山和自然的地方。","Ordbank 词头匹配"
"neste","neste","限定词/形容词","","","NorweigenLearn 当前词库","","","neste uke / neste år","nest · nesta · neste · nestede · nesten · nestende · nestene · nester · nestes · nestet · nestete","ADJ","True","下一个；接下来的","Vi reiser neste sommer.","我们明年夏天旅行。","Ordbank 词头匹配"
"nyttår","nyttår","名词","","","NorweigenLearn 当前词库","","","et nyttår – nyttåret – nyttår – nyttårene","nyttår · nyttåra · nyttårene · nyttåret","NOUN","True","新年","Vi skal feire nyttår med familien.","我们要和家人一起庆祝新年。","Ordbank 词头匹配"
"om","om","介词","","","NorweigenLearn 当前词库","","","snakke om / om fem år","om · omen · omene · omer","ADP","True","关于；在……后","Vi snakker om framtida.","我们在谈论未来。","Ordbank 词头匹配"
"oppdage","oppdage","动词","","","NorweigenLearn 当前词库","","","oppdager – oppdaget – har oppdaget","oppdag · oppdaga · oppdage · oppdagede · oppdagende · oppdager · oppdages · oppdaget · oppdagete","VERB","True","发现；察觉","Jeg kommer til å oppdage nye steder.","我会发现一些新地方。","Ordbank 词头匹配"
