"lemma","pos","candidateLevel","article","sourceCourses","courseUnits","firstChapter","sourceInflections","zh","exampleNb","exampleZh","levelBasis","reviewStatus"
"iblant","介词","A2","","NorweigenLearn 当前词库","","","iblant","在……之中；有时；偶尔","Hun sto midt iblant vennene sine. / Iblant tar vi bussen i stedet for bilen.","她就站在朋友们中间。 / 我们有时会坐公交而不开车。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"inni","介词","A2","","NorweigenLearn 当前词库","","","inni","在……里面；在内部；里面（依结构）","Nøklene ligger inni veska. / Det regner, så barna leker inni.","钥匙在包里面。 / 正在下雨，所以孩子们在室内玩。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"internettilgang","名词","A2","","NorweigenLearn 当前词库","","","en internettilgang · internettilgangen · internettilganger · internettilgangene","互联网接入；上网条件；网络访问权限","Studentene har gratis internettilgang på biblioteket. / Internettilgangen på hotellet var ustabil.","学生可以在图书馆免费上网。 / 酒店的网络连接不稳定。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"jippi","感叹词","A2","","NorweigenLearn 当前词库","","","jippi","太好了；耶；好耶（兴奋或高兴时）","Jippi, vi skal til Tromsø i sommer! / Barna ropte jippi da de så snøen.","耶，我们今年夏天要去特罗姆瑟！ / 孩子们看到雪时高兴地喊了起来。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"kjemisk","形容词","A2","","NorweigenLearn 当前词库","","","kjemisk · kjemisk · kjemiske","化学的；化学制品的；由化学过程产生的","Noen vaskemidler inneholder sterke kjemiske stoffer. / Studentene lærte om en kjemisk reaksjon i laboratoriet.","一些清洁剂含有强效化学物质。 / 学生们在实验室学习了一种化学反应。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"kjent","形容词","A2","","NorweigenLearn 当前词库","","","kjent · kjent · kjente · mer kjent · mest kjent","熟悉的；认识的；知名的","Jeg er godt kjent med området. / Hun er kjent for musikken sin.","我很熟悉这个地区。 / 她因自己的音乐而出名。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"kølapp","名词","A2","","NorweigenLearn 当前词库","","","en kølapp · kølappen · kølapper · kølappene","排队号；取号纸；号码牌","Ta en kølapp og vent på navnet ditt. / Jeg mistet kølappen før det ble min tur.","取一张号，然后等着叫你的名字。 / 还没轮到我，我就把号码牌弄丢了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"lån","名词","A2","","NorweigenLearn 当前词库","","","et lån · lånet · lån · lånene","贷款；借款；借来的东西（依语境）","De tok opp et lån for å kjøpe leilighet. / Jeg må betale renter på lånet hver måned.","他们贷款买了公寓。 / 我每个月都要支付这笔贷款的利息。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"legevakt","名词","A2","","NorweigenLearn 当前词库","","","en legevakt · legevakten · legevakter · legevaktene","值班急诊医疗服务；急诊门诊（非危及生命时）","Ring legevakta hvis du trenger rask medisinsk hjelp. / Hun dro til legevakten etter at hun falt.","如果你需要尽快获得医疗帮助，可以联系值班急诊服务。 / 她摔倒后去了急诊门诊。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"legevaktsentral","名词","A2","","NorweigenLearn 当前词库","","","en legevaktsentral · legevaktsentralen · legevaktsentraler · legevaktsentralene","值班急诊医疗服务的电话中心/调度中心","Legevaktsentralen ba meg komme inn til vurdering. / Du kan ringe legevaktsentralen for råd.","值班急诊电话中心让我过去接受评估。 / 你可以打电话给值班急诊中心咨询。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"maler","名词","A2","","NorweigenLearn 当前词库","","","en maler · maleren · malere · malerne","画家；油漆工；涂装工（依语境）","Bestefaren min jobbet som maler. / Maleren skal male stua på nytt.","我祖父以前是油漆工 / 画家。 / 油漆工要把客厅重新粉刷一遍。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"man","名词","A2","","NorweigenLearn 当前词库","","","en man · manen · maner · manene","（马的）鬃毛","Hesten har en lang, mørk man. / Hun børstet manen før rideturen.","这匹马有一条又长又黑的鬃毛。 / 骑马前她给马梳理了鬃毛。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"masse","名词","A2","","NorweigenLearn 当前词库","","","en masse · massen · masser · massene","大量；许多；物质团块/质量","Det kom masse folk på konserten. / Vi trenger en masse tid for å bli ferdige.","音乐会上来了很多人。 / 我们需要很多时间才能做完。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"mastergradsstudent","名词","A2","","NorweigenLearn 当前词库","","","en mastergradsstudent · mastergradsstudenten · mastergradsstudenter · mastergradsstudentene","硕士研究生；攻读硕士学位的学生","Hun er mastergradsstudent i psykologi. / Mastergradsstudentene skriver oppgave dette semesteret.","她是心理学专业的硕士研究生。 / 硕士研究生们这个学期在写论文。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"medisin","名词","A2","","NorweigenLearn 当前词库","","","en medisin · medisinen · medisiner · medisinene","药；药物；医学（依语境）","Husk å ta medisinen etter maten. / Hun studerer medisin ved universitetet.","记得饭后吃药。 / 她在大学学医学。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"minibank","名词","A2","","NorweigenLearn 当前词库","","","en minibank · minibanken · minibanker · minibankene","自动取款机；ATM","Finnes det en minibank i nærheten? / Jeg tok ut fem hundre kroner i minibanken.","附近有自动取款机吗？ / 我在 ATM 取了五百克朗。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"minibar","名词","A2","","NorweigenLearn 当前词库","","","en minibar · minibaren · minibarer · minibarene","迷你吧；酒店房间内的小型饮料/零食冰箱","Vannet i minibaren koster ekstra. / Det står en minibar på hotellrommet.","迷你吧里的水需要额外付费。 / 酒店房间里有一个迷你吧。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"minusgrad","名词","A2","","NorweigenLearn 当前词库","","","en minusgrad · minusgraden · minusgrader · minusgradene","零下的一度；摄氏零度以下的一度","Det blir fem minusgrader i natt. / Vi hadde åtte minusgrader på fjellet.","今晚会降到零下五度。 / 我们在山上遇到零下八度。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"mulighet","名词","A2","","NorweigenLearn 当前词库","","","en mulighet · muligheten · muligheter · mulighetene","可能性；机会；可选方案","Har du mulighet til å møte meg etter jobb? / Vi har flere muligheter hvis toget blir forsinket.","你下班后有空见我吗？ / 如果火车晚点，我们还有几个选择。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"nam","感叹词","A2","","NorweigenLearn 当前词库","","","nam","好吃；真香；嗯，好吃！（口语感叹）","Nam, den kaka var kjempegod! / Barna sa nam da de fikk varm kakao.","嗯，这个蛋糕太好吃了！ / 孩子们拿到热可可时开心地说真香。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"når","从属连词","A2","","NorweigenLearn 当前词库","","","når","当……时；什么时候（引导时间从句/间接疑问）","Når jeg kommer hjem, ringer jeg deg. / Vet du når toget går?","我到家时会给你打电话。 / 你知道火车什么时候开吗？","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"nasjonalforsamling","名词","A2","","NorweigenLearn 当前词库","","","en nasjonalforsamling · nasjonalforsamlingen · nasjonalforsamlinger · nasjonalforsamlingene","国民议会；国家立法机关","Nasjonalforsamlingen vedtok en ny lov. / Stortinget er Norges nasjonalforsamling.","国民议会通过了一项新法律。 / 挪威议会 Stortinget 是挪威的国民议会。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"nasjonalitet","名词","A2","","NorweigenLearn 当前词库","","","en nasjonalitet · nasjonaliteten · nasjonaliteter · nasjonalitetene","国籍；民族身份（表格语境通常指国籍）","Du må oppgi nasjonalitet i skjemaet. / De har forskjellig nasjonalitet, men bor i samme land.","你需要在表格里填写国籍。 / 他们国籍不同，但住在同一个国家。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"nett","名词","A2","","NorweigenLearn 当前词库","","","et nett · nettet · nett · nettene","网；网络；互联网（依语境）","Jeg fant informasjonen på nettet. / Det trådløse nettet virker ikke.","我在网上找到了这条信息。 / 无线网络不能用了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"nevø","名词","A2","","NorweigenLearn 当前词库","","","en nevø · nevøen · nevøer · nevøene","侄子；外甥（兄弟姐妹的儿子）","Nevøen min begynner på skolen til høsten. / Hun har to nevøer og ei niese.","我侄子 / 外甥今年秋天开始上学。 / 她有两个侄子 / 外甥和一个侄女 / 外甥女。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"oldemor","名词","A2","","NorweigenLearn 当前词库","","","ei oldemor · oldemora · oldemødre · oldemødrene","曾祖母；外曾祖母（祖父母一辈的母亲）","Oldemora mi bor fortsatt i Trondheim. / Barna fikk høre historier fra oldemødrene sine.","我的曾祖母 / 外曾祖母仍住在特隆赫姆。 / 孩子们听了各自曾祖母讲的故事。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"omgangssyke","名词","A2","","NorweigenLearn 当前词库","","","en omgangssyke · omgangssyken · omgangssyker · omgangssykene","胃肠炎；急性肠胃不适（常见口语统称）","Barna må være hjemme fordi de har omgangssyke. / Det går omgangssyke i barnehagen.","孩子们得待在家里，因为他们得了肠胃炎。 / 幼儿园里正在流行肠胃炎。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"område","名词","A2","","NorweigenLearn 当前词库","","","et område · området · områder · områdene","地区；区域；范围；领域","Det er mange fine turstier i området. / Hun jobber innen helseområdet.","这一带有很多漂亮的徒步小径。 / 她在卫生健康领域工作。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"organisasjon","名词","A2","","NorweigenLearn 当前词库","","","en organisasjon · organisasjonen · organisasjoner · organisasjonene","组织；机构；团体；协会","Hun jobber i en internasjonal organisasjon. / Organisasjonen hjelper familier som trenger støtte.","她在一家国际组织工作。 / 这个组织帮助需要支持的家庭。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"parlament","名词","A2","","NorweigenLearn 当前词库","","","et parlament · parlamentet · parlamenter · parlamentene","议会；立法机关","Parlamentet skal stemme over forslaget i morgen. / Landets parlament består av folkevalgte representanter.","议会明天将对这项提案进行表决。 / 该国议会由民选代表组成。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
